ID		from		to
4113	;	5046625594	;	4295869198
4114	;	5035535490	;	4295869198
4115	;	4295858772	;	4295869198
4116	;	4295872691	;	4295869198
4117	;	5000607919	;	4295869198
4118	;	4295889521	;	4295869198
4119	;	4296665593	;	4295869198
4120	;	4296130599	;	4295869198
4121	;	4298497340	;	4295869198
4122	;	4295911705	;	4295869198
4123	;	4295875079	;	4295869198
4124	;	4295906873	;	4295869217
4125	;	5035524943	;	4295869217
4126	;	4295906583	;	4295869217
4127	;	5037937603	;	4295869217
4128	;	4295906776	;	4295869217
4129	;	4295907752	;	4295869217
4130	;	4295901599	;	4295869217
4131	;	4295875158	;	4295869217
4132	;	4295908622	;	4295869217
4133	;	4295907589	;	4295869217
4134	;	5038081551	;	4295869217
4135	;	5045247746	;	4295869217
4136	;	5000591498	;	4295869217
4137	;	5040059115	;	4295869217
4138	;	5000924855	;	4295869217
4139	;	4295906748	;	4295869217
4140	;	4297985894	;	4295869217
4141	;	5042238812	;	4295869217
4142	;	5067945741	;	4295869217
4143	;	4297160277	;	4295869217
4144	;	4295889506	;	4295869217
4145	;	4295907792	;	4295869217
4146	;	4295904118	;	4295869217
4147	;	4296632393	;	4295869217
4148	;	4295898476	;	4295869217
4149	;	4295903586	;	4295869217
4150	;	4297725749	;	4295869217
4151	;	4297203470	;	4295869217
4152	;	4295906807	;	4295869217
4153	;	5034898379	;	4295869217
4154	;	4295915633	;	4295869217
4155	;	4295872173	;	4295869217
4156	;	5035553862	;	4295869217
4157	;	4297660803	;	4295869217
4158	;	5052153996	;	4295869217
4159	;	4295875123	;	4295869217
4160	;	4297999263	;	4295869217
4161	;	5064690523	;	4295889577
4162	;	5038065277	;	4295889577
4163	;	4295867509	;	4295889577
4164	;	4295914696	;	4295889298
4165	;	4295904307	;	4295889298
4166	;	5064690523	;	8589934205
4167	;	4295914878	;	8589934205
4168	;	5039145127	;	8589934205
4169	;	4295904307	;	8589934205
4170	;	5053940864	;	8589934205
4171	;	4296673141	;	4295870093
4172	;	5041064108	;	4295870093
4173	;	5046711465	;	4295889791
4174	;	4295856299	;	4295894852
4175	;	4296075611	;	4295894852
4176	;	4295856795	;	4295894852
4177	;	4295857707	;	4295894852
4178	;	4295858441	;	4295894852
4179	;	5000627265	;	4295894852
4180	;	4295880574	;	4295894852
4181	;	4295858403	;	4295894852
4182	;	4295905908	;	4295894852
4183	;	4295861243	;	4295894852
4184	;	4295860381	;	4295894852
4185	;	4295904888	;	4295894852
4186	;	4298219207	;	4295894852
4187	;	4295856747	;	4295894852
4188	;	4295860866	;	4295894852
4189	;	4298052285	;	4295894852
4190	;	4295858704	;	4295894852
4191	;	4295861306	;	4295894852
4192	;	5036894248	;	4295894852
4193	;	4295859761	;	4295894852
4194	;	4295866484	;	4295890183
4195	;	5001079715	;	5000073706
4196	;	4296093076	;	5000073706
4197	;	5044178555	;	4295869227
4198	;	4295904132	;	4295869227
4199	;	4295861309	;	4295869227
4200	;	4295881194	;	4295869227
4201	;	4295914572	;	4295869227
4202	;	5051767913	;	4295869227
4203	;	4298338355	;	4295869227
4204	;	5037850179	;	4295869227
4205	;	4295872393	;	4295869227
4206	;	4295870068	;	4295869227
4207	;	5035166483	;	4295869227
4208	;	4295907706	;	4295869227
4209	;	5044009027	;	4295869227
4210	;	5039650639	;	4295869227
4211	;	5000567168	;	4295869227
4212	;	4295914405	;	4295869227
4213	;	5065326281	;	4295869227
4214	;	4296135660	;	4295869227
4215	;	5040252435	;	4295869227
4216	;	4295881024	;	4295869227
4217	;	4296450943	;	4295869227
4218	;	4295911984	;	4295869227
4219	;	4295913863	;	4295869227
4220	;	4298009252	;	4295869227
4221	;	4295894743	;	4295869227
4222	;	5037473892	;	4295869227
4223	;	4295905494	;	4295869227
4224	;	4295904406	;	4295869227
4225	;	5060592373	;	4295869227
4226	;	4295869114	;	4295869227
4227	;	5037953494	;	4295869227
4228	;	4297089638	;	4295869227
4229	;	4295884961	;	4295869227
4230	;	4295877325	;	4295869227
4231	;	4295869214	;	4295869227
4232	;	4295907908	;	4295869227
4233	;	5000694617	;	4295869227
4234	;	4295868826	;	4295869227
4235	;	4295906573	;	4295869227
4236	;	4295872682	;	4295869227
4237	;	5000667749	;	4295869227
4238	;	4295866518	;	4295869227
4239	;	4296419010	;	4295869227
4240	;	4295882451	;	4295869227
4241	;	5046868394	;	4295869227
4242	;	5045819159	;	4295869227
4243	;	4295903017	;	4295869227
4244	;	5046390586	;	4295869227
4245	;	4298305589	;	4295869227
4246	;	5000030920	;	4295869227
4247	;	5050647986	;	4295869227
4248	;	4295906830	;	4295869227
4249	;	4295860519	;	4295869227
4250	;	4295914878	;	4295869227
4251	;	4295869354	;	4295869227
4252	;	4295880095	;	4295869227
4253	;	4297959312	;	4295869227
4254	;	5001450965	;	4295869227
4255	;	5035155584	;	4295869227
4256	;	4297676526	;	4295869227
4257	;	4295903111	;	4295869227
4258	;	5000050959	;	4295869227
4259	;	4295914761	;	4295869227
4260	;	4295894245	;	4295869227
4261	;	4295861159	;	4295869227
4262	;	4295861491	;	4295869227
4263	;	5038910332	;	4295869227
4264	;	5004772722	;	4295869227
4265	;	5046434940	;	4295869227
4266	;	4295912296	;	4295869227
4267	;	5034752356	;	4295869227
4268	;	5059028552	;	4295869227
4269	;	5000066483	;	4295869227
4270	;	4295905566	;	4295869227
4271	;	4295903602	;	4295869227
4272	;	4297252379	;	4295869227
4273	;	5000437235	;	4295869227
4274	;	4295881154	;	4295869227
4275	;	4298338325	;	4295869227
4276	;	4297828175	;	4295869227
4277	;	5000255455	;	4295869227
4278	;	4295868157	;	4295869227
4279	;	5000180282	;	4295869227
4280	;	5000466600	;	4295869227
4281	;	4295905637	;	4295869227
4282	;	4295995754	;	4295869227
4283	;	4295877415	;	4295869227
4284	;	4295909030	;	4295869227
4285	;	4295904853	;	4295869227
4286	;	4295861766	;	4295869227
4287	;	4298009955	;	4295869227
4288	;	4295903068	;	4295869227
4289	;	4295891694	;	4295869227
4290	;	4295884926	;	4295869227
4291	;	4295872275	;	4295869227
4292	;	4295992566	;	4295869227
4293	;	5033561415	;	4295869227
4294	;	4296599763	;	4295869227
4295	;	4295864818	;	4295869227
4296	;	4295891340	;	4295869227
4297	;	5057934391	;	4295869227
4298	;	5044207304	;	4295869227
4299	;	4295871561	;	4295869227
4300	;	4295903104	;	4295869227
4301	;	5035705061	;	4295869227
4302	;	5064690523	;	8589934326
4303	;	4295904307	;	8589934326
4304	;	4295868249	;	8589934326
4305	;	5000374643	;	8589934326
4306	;	4297985894	;	8589934326
4307	;	4295872706	;	8589934326
4308	;	5040253380	;	8589934326
4309	;	4295868081	;	8589934326
4310	;	4295866484	;	4295890178
4311	;	4295912543	;	4295890178
4312	;	4297551108	;	4295868250
4313	;	4296147543	;	4295868250
4314	;	5037920513	;	4295867226
4315	;	4295913227	;	4295867226
4316	;	4295894471	;	4295894740
4317	;	4295903744	;	4295894740
4318	;	4295903051	;	4295894740
4319	;	4295981295	;	4295894740
4320	;	4295912121	;	4295894740
4321	;	5037653855	;	4295894740
4322	;	4298458436	;	4295894740
4323	;	4295872661	;	4295894740
4324	;	4295906353	;	4295894740
4325	;	5000032594	;	4295894740
4326	;	4295872506	;	4295894740
4327	;	4295880574	;	4295894740
4328	;	4295887034	;	4295894740
4329	;	4295887083	;	4295894740
4330	;	4295872684	;	4295894740
4331	;	4295864860	;	4295894740
4332	;	4295894827	;	4295894740
4333	;	4296540346	;	4295894740
4334	;	5000060264	;	4295894740
4335	;	4298008784	;	4295894740
4336	;	4295887098	;	4295894740
4337	;	5000771393	;	4295894740
4338	;	4295912336	;	4295894740
4339	;	5035094814	;	4295894740
4340	;	4296627232	;	4295894740
4341	;	4296555324	;	4295894740
4342	;	4295903920	;	4295894740
4343	;	4295897144	;	4295894740
4344	;	4296496837	;	4295894740
4345	;	4295857491	;	4295894740
4346	;	4295904692	;	4295894740
4347	;	5000694294	;	4295894740
4348	;	4295883093	;	4295894740
4349	;	5000057716	;	4295894740
4350	;	4295904116	;	4295894740
4351	;	5000068676	;	4295894740
4352	;	4295904557	;	4295894740
4353	;	5037128948	;	4295894740
4354	;	4295873648	;	4295894740
4355	;	4298459348	;	4295894740
4356	;	5001621500	;	4295894740
4357	;	5043331395	;	4295894740
4358	;	4295903515	;	4295894740
4359	;	4296121445	;	4295894740
4360	;	4295905833	;	4295894740
4361	;	4295872979	;	4295894740
4362	;	4295899612	;	4295894740
4363	;	4295872682	;	4295894740
4364	;	5001435960	;	4295894740
4365	;	5040250443	;	4295894740
4366	;	5037847419	;	4295894740
4367	;	4295887788	;	4295894740
4368	;	4295858772	;	4295894740
4369	;	4295872504	;	4295894740
4370	;	4295885727	;	4295894740
4371	;	4298159457	;	4295894740
4372	;	4295903017	;	4295894740
4373	;	4295904307	;	4295894740
4374	;	4295867349	;	4295894740
4375	;	5057818536	;	4295894740
4376	;	4295907454	;	4295894740
4377	;	4295904888	;	4295894740
4378	;	4295903908	;	4295894740
4379	;	4295856983	;	4295894740
4380	;	5035152066	;	4295894740
4381	;	4295897959	;	4295894740
4382	;	4295863941	;	4295894740
4383	;	4295897646	;	4295894740
4384	;	4298324043	;	4295894740
4385	;	4295894245	;	4295894740
4386	;	4295872490	;	4295894740
4387	;	5007707965	;	4295894740
4388	;	5001194527	;	4295894740
4389	;	4297069644	;	4295894740
4390	;	4298054798	;	4295894740
4391	;	4295885581	;	4295894740
4392	;	4298105828	;	4295894740
4393	;	4295903355	;	4295894740
4394	;	4295904340	;	4295894740
4395	;	4295857433	;	4295894740
4396	;	4295856055	;	4295894740
4397	;	4295902551	;	4295894740
4398	;	4295867263	;	4295894740
4399	;	5035429664	;	4295894740
4400	;	5000290074	;	4295894740
4401	;	4295903129	;	4295894740
4402	;	4295873320	;	4295894740
4403	;	5000015746	;	4295894740
4404	;	4295903377	;	4295894740
4405	;	5043315888	;	4295894740
4406	;	4295882178	;	4295894740
4407	;	4296990441	;	4295894740
4408	;	4295875616	;	4295894740
4409	;	4295873411	;	4295894740
4410	;	5046278162	;	4295894740
4411	;	4297065001	;	4295894740
4412	;	4296374431	;	4295894740
4413	;	5037138322	;	4295894740
4414	;	4295900363	;	4295894740
4415	;	4295903880	;	4295894740
4416	;	4295903883	;	4295894740
4417	;	4295859522	;	4295894740
4418	;	4295906954	;	4295894740
4419	;	4296296314	;	4295894740
4420	;	4295904635	;	4295894740
4421	;	4298458647	;	4295894740
4422	;	5001394374	;	4295894740
4423	;	4295872706	;	4295894740
4424	;	5000061603	;	4295894740
4425	;	5000721709	;	4295894740
4426	;	4295905494	;	4295894740
4427	;	4295858761	;	4295894740
4428	;	5000785352	;	4295894740
4429	;	5000026125	;	4295894740
4430	;	4296660835	;	4295894740
4431	;	4295880543	;	4295894740
4432	;	4296292834	;	4295894740
4433	;	4295877313	;	4295894740
4434	;	5040247401	;	4295894740
4435	;	4295904647	;	4295894740
4436	;	4296760796	;	4295894740
4437	;	5001140119	;	4295894740
4438	;	4295908660	;	4295894740
4439	;	4298156931	;	4295894740
4440	;	5000637032	;	4295894740
4441	;	5050277215	;	4295894740
4442	;	5054407586	;	4295894740
4443	;	5000763103	;	4295894740
4444	;	4295902119	;	4295894740
4445	;	5000034531	;	4295894740
4446	;	4295903128	;	4295894740
4447	;	4295880393	;	4295894740
4448	;	5037314759	;	4295894740
4449	;	4295902603	;	4295894740
4450	;	4295881824	;	4295894740
4451	;	5000009711	;	4295894740
4452	;	4295859032	;	4295894740
4453	;	4295882010	;	4295894740
4454	;	5000057072	;	4295894740
4455	;	4295896675	;	4295894740
4456	;	5042958170	;	4295894740
4457	;	5000483523	;	4295894740
4458	;	4295860623	;	4295894740
4459	;	5001229924	;	4295894740
4460	;	4298517666	;	4295894740
4461	;	4295882105	;	4295894740
4462	;	4297629704	;	4295894740
4463	;	4295865124	;	4295894740
4464	;	5000000997	;	4295894740
4465	;	4295856585	;	4295894740
4466	;	4295912155	;	5059963032
4467	;	4298156782	;	4295894777
4468	;	4295908016	;	4295894777
4469	;	4298015178	;	4295894777
4470	;	4295898866	;	4295894958
4471	;	4295894727	;	4295894958
4472	;	4295893827	;	4295898944
4473	;	5037249709	;	4295898944
4474	;	4295903809	;	4295898944
4475	;	4295872682	;	4295898944
4476	;	5035096337	;	4295898944
4477	;	5035460919	;	4295898944
4478	;	4297862124	;	4295898944
4479	;	5000066955	;	4295895409
4480	;	4296309931	;	4295895409
4481	;	4295872682	;	4295895409
4482	;	4295873455	;	4295895409
4483	;	4297460680	;	4295895409
4484	;	5000278214	;	4295895409
4485	;	4298412299	;	4295895409
4486	;	4295905947	;	4295895409
4487	;	4295905952	;	4295895409
4488	;	5000052904	;	4295895409
4489	;	4295897467	;	4295895409
4490	;	4296841975	;	4295895409
4491	;	4295899440	;	4295895409
4492	;	4295907792	;	4295895409
4493	;	5000683606	;	4295895409
4494	;	5037659154	;	4295895409
4495	;	4297263157	;	4295895409
4496	;	4295884926	;	4295895409
4497	;	4295856627	;	4295895409
4498	;	4295866532	;	4295895409
4499	;	4296155775	;	4295895409
4500	;	4295875095	;	4295895409
4501	;	4295911976	;	4295895409
4502	;	4295907485	;	4295895409
4503	;	4295914983	;	4295895409
4504	;	4298487609	;	4295895409
4505	;	4295907621	;	4295895409
4506	;	5000085453	;	4295895409
4507	;	4295902655	;	4295895409
4508	;	4296946366	;	4295895409
4509	;	4295899948	;	4295895409
4510	;	4297075730	;	4295895409
4511	;	4295989752	;	4295895409
4512	;	4296383704	;	4295895409
4513	;	5071526865	;	4295895409
4514	;	5040194176	;	4295895409
4515	;	4295867927	;	4295895409
4516	;	4297335853	;	4295895409
4517	;	4295897858	;	4295895409
4518	;	4295874692	;	4295895409
4519	;	5067839665	;	4295895409
4520	;	4295903017	;	4295895409
4521	;	4295901021	;	4295895409
4522	;	4295912702	;	4295895409
4523	;	5016047446	;	4295895409
4524	;	4295867514	;	4295895409
4525	;	5000418186	;	4295895409
4526	;	5000227152	;	4295895409
4527	;	5036775571	;	4295895409
4528	;	5067178937	;	4295895409
4529	;	4295894245	;	4295895409
4530	;	5000793693	;	4295895409
4531	;	4297093660	;	4295895409
4532	;	4295861521	;	4295895409
4533	;	4295904307	;	4295895409
4534	;	4297759905	;	4295895409
4535	;	4298361548	;	4295895409
4536	;	4295872706	;	4295895409
4537	;	5000309685	;	4295895409
4538	;	4295899027	;	4295895409
4539	;	4295895620	;	4295895409
4540	;	4297002827	;	4295895409
4541	;	5000721764	;	4295895409
4542	;	5046039327	;	4295895409
4543	;	4296735014	;	4295895409
4544	;	4297931702	;	4295895409
4545	;	4295915633	;	4295895409
4546	;	4295906529	;	4295895409
4547	;	4295877923	;	4295895409
4548	;	5000068201	;	4295895409
4549	;	5021792649	;	4295867415
4550	;	4297659982	;	4295889572
4551	;	4295993262	;	4295889572
4552	;	5038056692	;	4298431423
4553	;	4295907568	;	4298431423
4554	;	4297860280	;	4298431423
4555	;	4295915633	;	4298431423
4556	;	4298142773	;	4298431423
4557	;	4295858505	;	4298431423
4558	;	4296155775	;	4298431423
4559	;	5040244658	;	4298431423
4560	;	4295895273	;	4298431423
4561	;	5076951976	;	4298431423
4562	;	4297709480	;	4298431423
4563	;	4295935378	;	4298431423
4564	;	4295872517	;	4295866057
4565	;	4295875577	;	4295896208
4566	;	4295885039	;	4295896208
4567	;	4295903693	;	4295896208
4568	;	4295863217	;	4295896208
4569	;	4297157941	;	4295896208
4570	;	5040438314	;	4295896208
4571	;	5043336408	;	4295896208
4572	;	4295907807	;	4295896208
4573	;	5056233494	;	4295896208
4574	;	4296731841	;	4295896208
4575	;	4297253775	;	4295866751
4576	;	4295914572	;	4295866751
4577	;	5000030405	;	4295866751
4578	;	4295890058	;	4295866751
4579	;	4296300285	;	4295866751
4580	;	4298520802	;	4295866751
4581	;	4295868029	;	4295866751
4582	;	5037363608	;	4295866751
4583	;	5037837289	;	4295866751
4584	;	4295884971	;	4295866751
4585	;	5037473967	;	4295866751
4586	;	4296238495	;	4295866751
4587	;	4298122120	;	4295866751
4588	;	4296031467	;	4295866751
4589	;	4295905585	;	4295866751
4590	;	5046280109	;	4295890020
4591	;	4295885349	;	4295890020
4592	;	4295912249	;	4295886555
4593	;	4297643511	;	4295886555
4594	;	4295889667	;	5043416261
4595	;	4295906664	;	5043416261
4596	;	4298323884	;	5043416261
4597	;	5001099343	;	5043416261
4598	;	5028044000	;	4295894725
4599	;	4295896503	;	4295894725
4600	;	4295912846	;	4295894725
4601	;	4295907283	;	4295894725
4602	;	4295868686	;	4295894725
4603	;	4295880403	;	4295894725
4604	;	4295887074	;	4295894725
4605	;	4295894495	;	4295894725
4606	;	5000724533	;	4295894725
4607	;	4295898008	;	4295894725
4608	;	5035755697	;	4295894725
4609	;	4295894471	;	4295894725
4610	;	5037247217	;	4295894725
4611	;	5037960567	;	4295894725
4612	;	4295903377	;	4295894725
4613	;	4295873511	;	4295894725
4614	;	5049106857	;	4295894725
4615	;	4295905973	;	4295894725
4616	;	4298156931	;	4295894725
4617	;	5000715270	;	4295894725
4618	;	4295883093	;	4295894725
4619	;	5035394679	;	4295894725
4620	;	5038056692	;	4295890532
4621	;	5065317761	;	4295890532
4622	;	5068780816	;	4295890532
4623	;	5052135332	;	5039844145
4624	;	4298359019	;	5039844145
4625	;	4295882105	;	5039844145
4626	;	5046297721	;	5039844145
4627	;	5035754086	;	5039844145
4628	;	4297866296	;	5039844145
4629	;	4295903091	;	5036383104
4630	;	4295870666	;	5036383104
4631	;	4295913633	;	5036383104
4632	;	5040956294	;	5036383104
4633	;	4297977606	;	5036383104
4634	;	4295906879	;	5036383104
4635	;	5050698408	;	5036383104
4636	;	4296671767	;	5036383104
4637	;	4295893827	;	5036383104
4638	;	4295907269	;	5036383104
4639	;	5037129162	;	5036383104
4640	;	5001435508	;	5036383104
4641	;	4297600524	;	8589934314
4642	;	4295866771	;	4295895403
4643	;	4295898181	;	4295895403
4644	;	4295915608	;	4295869236
4645	;	4295906188	;	4295869236
4646	;	4295904368	;	4295869236
4647	;	4298365629	;	4295869236
4648	;	4297276024	;	4295869236
4649	;	5037648234	;	5046707555
4650	;	4295903920	;	5046707555
4651	;	5040276306	;	5046707555
4652	;	4295857514	;	5046707555
4653	;	5081386755	;	5046707555
4654	;	5064690523	;	8589934312
4655	;	4298305589	;	8589934312
4656	;	5064690523	;	4295890672
4657	;	4295873558	;	4295890672
4658	;	4298041463	;	4295890672
4659	;	5000017069	;	4295890672
4660	;	4295912846	;	4295890672
4661	;	4295858439	;	4295890672
4662	;	5020516686	;	4295894667
4663	;	5037629570	;	4295894667
4664	;	4295902628	;	4295869694
4665	;	4298008784	;	4295869694
4666	;	4297089638	;	4295869694
4667	;	4295899340	;	4295869694
4668	;	5044178555	;	4295869694
4669	;	4295912004	;	4295869694
4670	;	4295884961	;	4295869694
4671	;	4295861491	;	4295869694
4672	;	4295903829	;	4295869694
4673	;	4295903830	;	4295869694
4674	;	4295904132	;	4295869694
4675	;	4295867256	;	4295869694
4676	;	4295911984	;	4295869694
4677	;	5000694617	;	4295869694
4678	;	5039650639	;	4295869694
4679	;	4298009252	;	4295869694
4680	;	4295869083	;	4295869694
4681	;	4295876746	;	4295869694
4682	;	5035166483	;	4295869694
4683	;	4295904406	;	4295869694
4684	;	4298338355	;	4295869694
4685	;	4295907168	;	4295869694
4686	;	4295914405	;	4295869694
4687	;	4295914572	;	4295869694
4688	;	4295861309	;	4295869694
4689	;	5063729103	;	4295869694
4690	;	4295885529	;	4295869694
4691	;	4295908502	;	4295869694
4692	;	5000437235	;	4295869694
4693	;	4295882004	;	4295869694
4694	;	5053128159	;	4295869694
4695	;	4295890927	;	4295869694
4696	;	5040257024	;	4295869694
4697	;	4295906573	;	4295869694
4698	;	4295881024	;	4295869694
4699	;	5039194221	;	4295869694
4700	;	4295872161	;	4295869694
4701	;	4295914878	;	4295869694
4702	;	4296716576	;	4295869694
4703	;	4295903602	;	4295869694
4704	;	4295880095	;	4295869694
4705	;	4295881987	;	4295869694
4706	;	5041068898	;	4295869694
4707	;	4298009146	;	4295869694
4708	;	4295869214	;	4295869694
4709	;	4295903508	;	4295869694
4710	;	4295872682	;	4295869694
4711	;	5024485424	;	4295869694
4712	;	5001815447	;	4295869694
4713	;	5000001313	;	4295869694
4714	;	5044009027	;	4295869694
4715	;	4295869467	;	4295869694
4716	;	4295905172	;	4295869694
4717	;	4295915633	;	4295869694
4718	;	4295877937	;	4295869694
4719	;	4298250539	;	4295869694
4720	;	5053732847	;	4295869694
4721	;	5001450965	;	4295869694
4722	;	5001251322	;	4295869694
4723	;	4295866813	;	4295869694
4724	;	4295884926	;	4295869694
4725	;	5030853586	;	4295869694
4726	;	5034788503	;	4295869694
4727	;	4295913863	;	4295869694
4728	;	4295938600	;	4295869694
4729	;	4295889873	;	4295869694
4730	;	4295903104	;	4295869694
4731	;	4297866296	;	4295869694
4732	;	4295903068	;	4295869694
4733	;	4295910585	;	4295869694
4734	;	5067161640	;	4295869694
4735	;	5067166077	;	4295869694
4736	;	5036759075	;	4295869694
4737	;	4295869822	;	4295869694
4738	;	4298500369	;	4295869694
4739	;	4295904207	;	4295869694
4740	;	4295650441	;	4295869694
4741	;	4297993025	;	4295867387
4742	;	5000124281	;	4295867387
4743	;	4298459657	;	4295867387
4744	;	4295907071	;	4295867387
4745	;	4296868919	;	4295867387
4746	;	4297253775	;	4295867387
4747	;	5051520067	;	4295867387
4748	;	5042216681	;	4295867387
4749	;	4296491162	;	4295867387
4750	;	5001195975	;	4295867387
4751	;	5044174330	;	4295867387
4752	;	4297733932	;	4295867387
4753	;	5038913686	;	4295867387
4754	;	4295905361	;	4295867387
4755	;	4295856624	;	4295867387
4756	;	5001228646	;	4295867387
4757	;	4296857362	;	4295867387
4758	;	4297943047	;	4295867387
4759	;	5020794687	;	4295867387
4760	;	4295905311	;	4295867387
4761	;	4296956271	;	4295867387
4762	;	5051396021	;	8589934305
4763	;	4297960205	;	8589934305
4764	;	4295918633	;	8589934305
4765	;	5044787448	;	4295867367
4766	;	4297416812	;	4295867367
4767	;	4295866607	;	4295867367
4768	;	4295904686	;	4295867367
4769	;	4295866871	;	4295867367
4770	;	4295903076	;	4295867367
4771	;	4296066923	;	4295867367
4772	;	5040050265	;	4295867367
4773	;	5048904025	;	4295867367
4774	;	4295890182	;	4295867367
4775	;	4297632841	;	4295867367
4776	;	4296449856	;	4295867367
4777	;	5050906954	;	4295867367
4778	;	4295905180	;	4295867367
4779	;	4295908314	;	4295867367
4780	;	5045904126	;	4295867367
4781	;	5035705061	;	4295867357
4782	;	5001216168	;	4295867357
4783	;	4295899462	;	4295867357
4784	;	4296113914	;	4295867357
4785	;	4296881248	;	4295867357
4786	;	5035936739	;	4295867357
4787	;	4295903076	;	4295867357
4788	;	4296373211	;	5076101034
4789	;	4297702506	;	5064650628
4790	;	4295879868	;	5064650628
4791	;	4297993962	;	5064650628
4792	;	5000057989	;	4295898264
4793	;	5064690523	;	4295869482
4794	;	4295899948	;	4295869482
4795	;	4296895455	;	4295869482
4796	;	4295861869	;	4295869482
4797	;	4295860814	;	4295869482
4798	;	4295881230	;	4295869482
4799	;	5043416888	;	4295869482
4800	;	4295904472	;	4295869482
4801	;	5000698227	;	4295869482
4802	;	5001367919	;	4295869482
4803	;	5037992291	;	4295869482
4804	;	4295915855	;	4295869482
4805	;	4295907168	;	4295869482
4806	;	5046660761	;	4295869482
4807	;	5035931200	;	4295869482
4808	;	4295907485	;	4295869482
4809	;	5038908093	;	4295869482
4810	;	4295903805	;	4295869482
4811	;	4295903171	;	4295869482
4812	;	4296195258	;	4298007872
4813	;	4295913981	;	4298007872
4814	;	4295902984	;	4295869983
4815	;	4297197647	;	4295869983
4816	;	4295914405	;	4295869983
4817	;	5044171680	;	4295869983
4818	;	4295902402	;	4295869983
4819	;	5057990563	;	4295869983
4820	;	5051008809	;	4295869983
4821	;	4295906879	;	4295869983
4822	;	5038079425	;	4295869983
4823	;	5000629076	;	4295869983
4824	;	5000091323	;	4295869983
4825	;	4296309931	;	4295870332
4826	;	4295899919	;	4295870332
4827	;	4295905433	;	4295870332
4828	;	4295906121	;	4295870332
4829	;	5039190104	;	4295870332
4830	;	5035172645	;	4295870332
4831	;	4295900188	;	4295870332
4832	;	5035166483	;	4295870332
4833	;	4295915385	;	4295870332
4834	;	5046705342	;	4295870332
4835	;	4295905952	;	4295870332
4836	;	5000722311	;	4295870332
4837	;	4295882451	;	4295870332
4838	;	4295902222	;	4295870332
4839	;	5040035452	;	4295870332
4840	;	5000052904	;	4295870332
4841	;	5037436132	;	4295870332
4842	;	4296673141	;	4295870332
4843	;	4295914878	;	4295870332
4844	;	5001093774	;	4295870332
4845	;	4295875117	;	4295870332
4846	;	4296736274	;	4295870332
4847	;	4295897596	;	4295870332
4848	;	4298052414	;	4295870332
4849	;	4296961643	;	4295870332
4850	;	4295869718	;	4295870332
4851	;	4297558006	;	4295870332
4852	;	5037346527	;	4295870332
4853	;	4295867927	;	4295870332
4854	;	4295869612	;	4295870332
4855	;	5067485877	;	4295870332
4856	;	4295914983	;	4295870332
4857	;	4295890066	;	4295870332
4858	;	4295989752	;	4295870332
4859	;	5040934892	;	4295870332
4860	;	5039682674	;	4295870332
4861	;	4295873543	;	4295870332
4862	;	4295867331	;	4295870332
4863	;	5040048869	;	4295870332
4864	;	4295904307	;	4295870332
4865	;	4295872094	;	4295870332
4866	;	5000843188	;	4295870332
4867	;	5000658492	;	4295870332
4868	;	4298323884	;	4295870332
4869	;	5000043625	;	4295870332
4870	;	4295904853	;	4295870332
4871	;	4295899948	;	4295870332
4872	;	4295897579	;	4295870332
4873	;	4295894587	;	4295870332
4874	;	4295869822	;	4295870332
4875	;	4297247461	;	4295870332
4876	;	4295903940	;	4295870332
4877	;	4295888592	;	4295870332
4878	;	4296364873	;	4295894791
4879	;	5037249709	;	4295894791
4880	;	5015966070	;	4295894791
4881	;	4296112636	;	4295894791
4882	;	4295903195	;	4295894791
4883	;	4296722947	;	4295894791
4884	;	5040946517	;	4295894791
4885	;	5000055799	;	4295894791
4886	;	5000233253	;	4295894791
4887	;	4295898962	;	4295894791
4888	;	4295904788	;	4295875832
4889	;	4295894282	;	4298449570
4890	;	4295895818	;	4298449570
4891	;	5059036526	;	5000042454
4892	;	5035418326	;	4295894074
4893	;	4295890588	;	4295865911
4894	;	5037248850	;	4295890904
4895	;	4295873558	;	5057957727
4896	;	5001122976	;	5057957727
4897	;	5050714881	;	5057957727
4898	;	5035256174	;	5057957727
4899	;	5045250914	;	5057957727
4900	;	4297547964	;	4295895815
4901	;	5051003308	;	4295895815
4902	;	4298339385	;	4295895815
4903	;	4295861287	;	4295895815
4904	;	4295522507	;	4295895815
4905	;	4295895023	;	4295895815
4906	;	4295896303	;	4295895815
4907	;	4295995062	;	4295895815
4908	;	4297406621	;	4295895815
4909	;	5035157726	;	4295895815
4910	;	5040950687	;	4295895815
4911	;	4296241518	;	4295895815
4912	;	5000051358	;	4295895815
4913	;	5003664179	;	4295895815
4914	;	5000430363	;	4295895815
4915	;	4297571030	;	4295895815
4916	;	5038039445	;	4295895815
4917	;	4295895109	;	4295895815
4918	;	4297861211	;	5000759495
4919	;	4295867045	;	5000041150
4920	;	4295877302	;	5000041150
4921	;	4295894471	;	5000041150
4922	;	4295865124	;	5000041150
4923	;	4296555324	;	5000041150
4924	;	4295903377	;	5000041150
4925	;	4295858014	;	5000041150
4926	;	5035152066	;	5000041150
4927	;	5037435560	;	5000041150
4928	;	4295905566	;	5000041150
4929	;	4296901934	;	5000041150
4930	;	5037358321	;	5000041150
4931	;	5056438523	;	5000041150
4932	;	4296054494	;	5000041150
4933	;	4295894391	;	5000041150
4934	;	5043440708	;	5000041150
4935	;	5000348157	;	5000041150
