ID		from		to
6318	;	TMST US	;	GM US
6319	;	TMST US	;	HAL US
6320	;	TMST US	;	MT NA
6321	;	TMST US	;	NOV US
6322	;	TMST US	;	PKOH US
6323	;	TMST US	;	RS US
6324	;	TMST US	;	RYI US
6325	;	TMST US	;	SLB US
6326	;	TMST US	;	STLA US
6327	;	TPC IN	;	TATASLPL IN
6328	;	TPC IN	;	TRF IN
6329	;	TR IN	;	TPC IN
6330	;	TUB SM	;	028050 KS
6331	;	TUB SM	;	1963 JP
6332	;	TUB SM	;	857 HK
6333	;	TUB SM	;	ARAMCO AB
6334	;	TUB SM	;	BAS GR
6335	;	TUB SM	;	BP/ LN
6336	;	TUB SM	;	COP US
6337	;	TUB SM	;	CVX US
6338	;	TUB SM	;	ENI IM
6339	;	TUB SM	;	EQNR NO
6340	;	TUB SM	;	F US
6341	;	TUB SM	;	FLR US
6342	;	TUB SM	;	HAL US
6343	;	TUB SM	;	IMO CN
6344	;	TUB SM	;	KBR US
6345	;	TUB SM	;	MRO US
6346	;	TUB SM	;	RDSA LN
6347	;	TUB SM	;	VOW GR
6348	;	TUB SM	;	XOM US
6349	;	TUB SM	;	YAR NO
6350	;	TXAR AR	;	TEN IM
6351	;	USAP US	;	AIR FP
6352	;	USAP US	;	BA/ LN
6353	;	USAP US	;	BRK/A US
6354	;	USAP US	;	CAT US
6355	;	USAP US	;	F US
6356	;	USAP US	;	GE US
6357	;	USAP US	;	HAL US
6358	;	USAP US	;	LMT US
6359	;	USAP US	;	NOC US
6360	;	USAP US	;	OUT1V FH
6361	;	USAP US	;	RR/ LN
6362	;	USAP US	;	RS US
6363	;	USAP US	;	RTX US
6364	;	USAP US	;	RYI US
6365	;	USAP US	;	SAF FP
6366	;	USAP US	;	SHA GR
6367	;	USAP US	;	SIE GR
6368	;	USAP US	;	SLB US
6369	;	USAP US	;	TKA GR
6370	;	USIM5 BZ	;	TEN IM
6371	;	VALE3 BZ	;	004020 KS
6372	;	VALE3 BZ	;	GLEN LN
6373	;	VALE3 BZ	;	MT NA
6374	;	VALE3 BZ	;	TEN IM
6375	;	VALE3 BZ	;	TX US
6376	;	VOE AV	;	005490 KS
6377	;	VOE AV	;	AIR FP
6378	;	VOE AV	;	BBD/B CN
6379	;	VOE AV	;	BMW GR
6380	;	VOE AV	;	CMC US
6381	;	VOE AV	;	DAI GR
6382	;	VOE AV	;	EVR LN
6383	;	VOE AV	;	GGBR4 BZ
6384	;	VOE AV	;	MT NA
6385	;	VOE AV	;	NUE US
6386	;	VOE AV	;	PCAR US
6387	;	VOE AV	;	RR/ LN
6388	;	VOE AV	;	TATA IN
6389	;	VOE AV	;	TEN IM
6390	;	VOE AV	;	TX US
6391	;	VOE AV	;	UG FP
6392	;	VOE AV	;	VOW GR
6393	;	VOE AV	;	WLT PW
6394	;	VOE AV	;	X US
6395	;	WELSPSOL IN	;	CIE SM
6396	;	WLCO IN	;	DOW US
6397	;	WLCO IN	;	WELSPSOL IN
6398	;	WOR US	;	6473 JP
6399	;	WOR US	;	AIR FP
6400	;	WOR US	;	BXC US
6401	;	WOR US	;	CAT US
6402	;	WOR US	;	DE US
6403	;	WOR US	;	DNOW US
6404	;	WOR US	;	F US
6405	;	WOR US	;	GM US
6406	;	WOR US	;	HD US
6407	;	WOR US	;	LOW US
6408	;	WOR US	;	MSM US
6409	;	WOR US	;	NOC US
6410	;	WOR US	;	STLA US
6411	;	WOR US	;	WCC US
6412	;	X US	;	005490 KS
6413	;	X US	;	ALFA SG
6414	;	X US	;	ARD US
6415	;	X US	;	DNOW US
6416	;	X US	;	GE US
6417	;	X US	;	GM US
6418	;	X US	;	MT NA
6419	;	X US	;	NWPX US
6420	;	X US	;	RS US
6421	;	X US	;	SHLOQ US
6422	;	X US	;	STLA US
6423	;	X US	;	WOR US
6424	;	ZINC IJ	;	600153 CH
6425	;	000120 KS	;	BLTZ IJ
6426	;	000421 CH	;	000651 CH
6427	;	000421 CH	;	002024 CH
6428	;	000421 CH	;	051910 KS
6429	;	000421 CH	;	120110 KS
6430	;	000421 CH	;	1605 TT
6431	;	000421 CH	;	600606 CH
6432	;	002357 CH	;	300432 CH
6433	;	002627 CH	;	762 HK
6434	;	014130 KS	;	HEN3 GR
6435	;	024800 KS	;	005490 KS
6436	;	032280 KS	;	004020 KS
6437	;	032280 KS	;	005490 KS
6438	;	038390 KS	;	032640 KS
6439	;	052300 KS	;	006650 KS
6440	;	052300 KS	;	031430 KS
6441	;	052300 KS	;	096770 KS
6442	;	052300 KS	;	097950 KS
6443	;	068400 KS	;	010120 KS
6444	;	068400 KS	;	011790 KS
6445	;	068400 KS	;	048550 KS
6446	;	068400 KS	;	052260 KS
6447	;	068400 KS	;	060570 KS
6448	;	068400 KS	;	210980 KS
6449	;	603069 CH	;	700 HK
6450	;	9028 JP	;	7201 JP
6451	;	9036 JP	;	2579 JP
6452	;	9040 JP	;	HY US
6453	;	9055 JP	;	6762 JP
6454	;	9057 JP	;	AMZN US
6455	;	9060 JP	;	AMZN US
6456	;	9065 JP	;	5401 JP
6457	;	9072 JP	;	7267 JP
6458	;	9076 JP	;	8252 JP
6459	;	9086 JP	;	6501 JP
6460	;	9369 JP	;	2809 JP
6461	;	9369 JP	;	8001 JP
6462	;	ASSA IJ	;	AMRT IJ
6463	;	ASSA IJ	;	HMSP IJ
6464	;	CAR US	;	LHA GR
6465	;	CVLG US	;	UPS US
6466	;	HTLD US	;	WMT US
6467	;	JBHT US	;	PPG US
6468	;	KNX US	;	UPS US
6469	;	KNX US	;	WMT US
6470	;	MRTN US	;	WMT US
6471	;	PTSI US	;	F US
6472	;	PTSI US	;	GM US
6473	;	PTSI US	;	STLA US
6474	;	RRTS US	;	GM US
6475	;	SNDR US	;	AVNT US
6476	;	TRUK IJ	;	4042 JP
6477	;	TRUK IJ	;	5201 JP
6478	;	TRUK IJ	;	TSE US
6479	;	UBER US	;	NESN SW
6480	;	ULH US	;	GM US
6481	;	YELL US	;	LMT US
6482	;	005380 KS	;	000270 KS
6483	;	007860 KS	;	000270 KS
6484	;	009680 KS	;	000270 KS
6485	;	010580 KS	;	000270 KS
6486	;	011210 KS	;	000270 KS
6487	;	012860 KS	;	000270 KS
6488	;	015750 KS	;	000270 KS
6489	;	033530 KS	;	000270 KS
6490	;	054450 KS	;	000270 KS
6491	;	080470 KS	;	000270 KS
6492	;	086250 KS	;	000270 KS
6493	;	086280 KS	;	000270 KS
6494	;	088290 KS	;	000270 KS
6495	;	090150 KS	;	000270 KS
6496	;	123410 KS	;	000270 KS
6497	;	152330 KS	;	000270 KS
6498	;	200880 KS	;	000270 KS
6499	;	204320 KS	;	000270 KS
6500	;	214320 KS	;	000270 KS
6501	;	000810 CH	;	000572 CH
6502	;	002306 CH	;	000572 CH
6503	;	7247 JP	;	000572 CH
6504	;	7256 JP	;	000572 CH
6505	;	7278 JP	;	000572 CH
6506	;	ALV US	;	000572 CH
6507	;	002232 CH	;	000800 CH
6508	;	200030 CH	;	000800 CH
6509	;	4246 JP	;	000800 CH
6510	;	600148 CH	;	000800 CH
6511	;	600742 CH	;	000800 CH
6512	;	6142 JP	;	000800 CH
6513	;	6463 JP	;	000800 CH
6514	;	6904 JP	;	000800 CH
6515	;	7277 JP	;	000800 CH
6516	;	7278 JP	;	000800 CH
6517	;	ADNT US	;	000800 CH
6518	;	ALV US	;	000800 CH
6519	;	BWA US	;	000800 CH
6520	;	FR FP	;	000800 CH
6521	;	KOA NO	;	000800 CH
6522	;	LEA US	;	000800 CH
6523	;	MG CN	;	000800 CH
6524	;	PGN GR	;	000800 CH
6525	;	SORL US	;	000800 CH
6526	;	TIFS LN	;	000800 CH
6527	;	TKA GR	;	000800 CH
6528	;	200030 CH	;	000927 CH
6529	;	5801 JP	;	000927 CH
6530	;	600742 CH	;	000927 CH
6531	;	6301 JP	;	000927 CH
6532	;	6902 JP	;	000927 CH
6533	;	7259 JP	;	000927 CH
6534	;	7282 JP	;	000927 CH
6535	;	JMAT LN	;	000927 CH
6536	;	ADNT US	;	000980 CH
6537	;	CON GR	;	000980 CH
6538	;	EO FP	;	000980 CH
6539	;	MG CN	;	000980 CH
6540	;	POM FP	;	000980 CH
6541	;	SHA GR	;	000980 CH
6542	;	002350 KS	;	003620 KS
6543	;	002880 KS	;	003620 KS
6544	;	005490 KS	;	003620 KS
6545	;	011320 KS	;	003620 KS
6546	;	092200 KS	;	003620 KS
6547	;	123040 KS	;	003620 KS
6548	;	7259 JP	;	003620 KS
6549	;	7283 JP	;	003620 KS
6550	;	ALV US	;	003620 KS
6551	;	APTV US	;	003620 KS
6552	;	AUTN SW	;	003620 KS
6553	;	BWA US	;	003620 KS
6554	;	CON GR	;	003620 KS
6555	;	CPS US	;	003620 KS
6556	;	LEO GR	;	003620 KS
6557	;	MG CN	;	003620 KS
6558	;	MM IN	;	003620 KS
6559	;	MSS IN	;	003620 KS
6560	;	NEMAKA MM	;	003620 KS
6561	;	POM FP	;	003620 KS
6562	;	SHA GR	;	003620 KS
6563	;	000270 KS	;	005380 KS
6564	;	000720 KS	;	005380 KS
6565	;	004020 KS	;	005380 KS
6566	;	007860 KS	;	005380 KS
6567	;	009680 KS	;	005380 KS
6568	;	010100 KS	;	005380 KS
6569	;	010580 KS	;	005380 KS
6570	;	011210 KS	;	005380 KS
6571	;	012330 KS	;	005380 KS
6572	;	012860 KS	;	005380 KS
6573	;	015750 KS	;	005380 KS
6574	;	018880 KS	;	005380 KS
6575	;	019180 KS	;	005380 KS
6576	;	024830 KS	;	005380 KS
6577	;	024900 KS	;	005380 KS
6578	;	033530 KS	;	005380 KS
6579	;	054450 KS	;	005380 KS
6580	;	086280 KS	;	005380 KS
6581	;	088290 KS	;	005380 KS
6582	;	090150 KS	;	005380 KS
6583	;	152330 KS	;	005380 KS
6584	;	170030 KS	;	005380 KS
6585	;	200880 KS	;	005380 KS
6586	;	204320 KS	;	005380 KS
6587	;	214320 KS	;	005380 KS
6588	;	307950 KS	;	005380 KS
6589	;	1148 HK	;	1114 HK
6590	;	600609 CH	;	1114 HK
6591	;	7282 JP	;	1114 HK
6592	;	ADNT US	;	1114 HK
6593	;	DAN US	;	1114 HK
6594	;	EO FP	;	1114 HK
6595	;	MG CN	;	1114 HK
6596	;	POM FP	;	1114 HK
6597	;	ST US	;	1114 HK
6598	;	TEN US	;	1114 HK
6599	;	TIFS LN	;	1114 HK
6600	;	6142 JP	;	1122 HK
6601	;	7278 JP	;	1122 HK
6602	;	MTOR US	;	1122 HK
6603	;	002079 CH	;	1211 HK
6604	;	002108 CH	;	1211 HK
6605	;	002192 CH	;	1211 HK
6606	;	002217 CH	;	1211 HK
6607	;	002341 CH	;	1211 HK
6608	;	033170 KS	;	1211 HK
6609	;	2018 HK	;	1211 HK
6610	;	290670 KS	;	1211 HK
6611	;	300073 CH	;	1211 HK
6612	;	300083 CH	;	1211 HK
6613	;	300227 CH	;	1211 HK
6614	;	300328 CH	;	1211 HK
6615	;	300375 CH	;	1211 HK
6616	;	ADNT US	;	1211 HK
6617	;	ALV US	;	1211 HK
6618	;	APTV US	;	1211 HK
6619	;	BAS GR	;	1211 HK
6620	;	EO FP	;	1211 HK
6621	;	FR FP	;	1211 HK
6622	;	GMM GR	;	1211 HK
6623	;	HWM US	;	1211 HK
6624	;	IFX GR	;	1211 HK
6625	;	JMAT LN	;	1211 HK
6626	;	MG CN	;	1211 HK
6627	;	ML FP	;	1211 HK
6628	;	MT NA	;	1211 HK
6629	;	SGL GR	;	1211 HK
6630	;	002655 CH	;	175 HK
6631	;	002703 CH	;	175 HK
6632	;	012330 KS	;	175 HK
6633	;	092200 KS	;	175 HK
6634	;	204320 KS	;	175 HK
6635	;	300328 CH	;	175 HK
6636	;	425 HK	;	175 HK
6637	;	6463 JP	;	175 HK
6638	;	6470 JP	;	175 HK
6639	;	6904 JP	;	175 HK
6640	;	7276 JP	;	175 HK
6641	;	ADNT US	;	175 HK
6642	;	ALV US	;	175 HK
6643	;	APTV US	;	175 HK
6644	;	BAS GR	;	175 HK
6645	;	BEKB BB	;	175 HK
6646	;	CPS US	;	175 HK
6647	;	EO FP	;	175 HK
6648	;	FR FP	;	175 HK
6649	;	GEST SM	;	175 HK
6650	;	KOA NO	;	175 HK
6651	;	MG CN	;	175 HK
6652	;	NUE US	;	175 HK
6653	;	PGN GR	;	175 HK
6654	;	SHLOQ US	;	175 HK
6655	;	TEN US	;	175 HK
6656	;	TKA GR	;	175 HK
6657	;	600733 CH	;	1958 HK
6658	;	600960 CH	;	1958 HK
6659	;	603906 CH	;	1958 HK
6660	;	6161 JP	;	1958 HK
6661	;	6904 JP	;	1958 HK
6662	;	7259 JP	;	1958 HK
6663	;	ADNT US	;	1958 HK
6664	;	AUTN SW	;	1958 HK
6665	;	BWA US	;	1958 HK
6666	;	DAN US	;	1958 HK
6667	;	FR FP	;	1958 HK
6668	;	MG CN	;	1958 HK
6669	;	ML FP	;	1958 HK
6670	;	NEMAKA MM	;	1958 HK
6671	;	POM FP	;	1958 HK
6672	;	TIFS LN	;	1958 HK
6673	;	TKA GR	;	1958 HK
6674	;	000810 CH	;	200550 CH
6675	;	1316 HK	;	200550 CH
6676	;	5482 JP	;	200550 CH
6677	;	600480 CH	;	200550 CH
6678	;	900946 CH	;	200550 CH
6679	;	ADNT US	;	200550 CH
6680	;	BWA US	;	200550 CH
6681	;	CTS US	;	200550 CH
6682	;	EO FP	;	200550 CH
6683	;	FROTO TI	;	200550 CH
6684	;	GTXMQ US	;	200550 CH
6685	;	LEA US	;	200550 CH
6686	;	MG CN	;	200550 CH
6687	;	MSS IN	;	200550 CH
6688	;	MT NA	;	200550 CH
6689	;	TEN US	;	200550 CH
6690	;	VC US	;	200550 CH
6691	;	WBC US	;	200550 CH
6692	;	000810 CH	;	200625 CH
6693	;	002265 CH	;	200625 CH
6694	;	1292 HK	;	200625 CH
6695	;	200054 CH	;	200625 CH
6696	;	204320 KS	;	200625 CH
6697	;	300375 CH	;	200625 CH
6698	;	600178 CH	;	200625 CH
6699	;	6470 JP	;	200625 CH
6700	;	7278 JP	;	200625 CH
6701	;	900946 CH	;	200625 CH
6702	;	ADNT US	;	200625 CH
6703	;	BAS GR	;	200625 CH
6704	;	BWA US	;	200625 CH
6705	;	EO FP	;	200625 CH
6706	;	FR FP	;	200625 CH
6707	;	KOA NO	;	200625 CH
6708	;	MG CN	;	200625 CH
6709	;	ML FP	;	200625 CH
6710	;	PGN GR	;	200625 CH
6711	;	SHA GR	;	200625 CH
6712	;	TEN US	;	200625 CH
6713	;	1316 HK	;	2201 TT
6714	;	1417 TT	;	2201 TT
6715	;	2204 TT	;	2201 TT
6716	;	2227 TT	;	2201 TT
6717	;	5482 JP	;	2201 TT
6718	;	6301 JP	;	2201 TT
6719	;	6904 JP	;	2201 TT
6720	;	7220 JP	;	2201 TT
6721	;	7256 JP	;	2201 TT
6722	;	7259 JP	;	2201 TT
6723	;	7988 JP	;	2201 TT
6724	;	DAN US	;	2201 TT
6725	;	MEI US	;	2201 TT
6726	;	MG CN	;	2201 TT
6727	;	POM FP	;	2201 TT
6728	;	1525 TT	;	2204 TT
6729	;	2201 TT	;	2204 TT
6730	;	5401 JP	;	2204 TT
6731	;	6301 JP	;	2204 TT
6732	;	7247 JP	;	2204 TT
6733	;	7988 JP	;	2204 TT
6734	;	8058 JP	;	2204 TT
6735	;	DAN US	;	2204 TT
6736	;	2201 TT	;	2227 TT
6737	;	9941 TT	;	2227 TT
6738	;	002400 CH	;	2238 HK
6739	;	425 HK	;	2238 HK
6740	;	5482 JP	;	2238 HK
6741	;	601872 CH	;	2238 HK
6742	;	688567 CH	;	2238 HK
6743	;	6904 JP	;	2238 HK
6744	;	ADNT US	;	2238 HK
6745	;	ALV US	;	2238 HK
6746	;	ANDR AV	;	2238 HK
6747	;	BWA US	;	2238 HK
6748	;	CTS US	;	2238 HK
6749	;	DAN US	;	2238 HK
6750	;	EO FP	;	2238 HK
6751	;	GEST SM	;	2238 HK
6752	;	KU2 GR	;	2238 HK
6753	;	MEI US	;	2238 HK
6754	;	MG CN	;	2238 HK
6755	;	ML FP	;	2238 HK
6756	;	MT NA	;	2238 HK
6757	;	PGN GR	;	2238 HK
6758	;	VNE US	;	2238 HK
6759	;	204320 KS	;	2333 HK
6760	;	300375 CH	;	2333 HK
6761	;	603305 CH	;	2333 HK
6762	;	603906 CH	;	2333 HK
6763	;	6444 JP	;	2333 HK
6764	;	6463 JP	;	2333 HK
6765	;	6470 JP	;	2333 HK
6766	;	6904 JP	;	2333 HK
6767	;	7239 JP	;	2333 HK
6768	;	7259 JP	;	2333 HK
6769	;	ADNT US	;	2333 HK
6770	;	APTV US	;	2333 HK
6771	;	CAAS US	;	2333 HK
6772	;	EO FP	;	2333 HK
6773	;	FR FP	;	2333 HK
6774	;	GNTX US	;	2333 HK
6775	;	GT US	;	2333 HK
6776	;	KOA NO	;	2333 HK
6777	;	LEA US	;	2333 HK
6778	;	MEI US	;	2333 HK
6779	;	MG CN	;	2333 HK
6780	;	ML FP	;	2333 HK
6781	;	SHA GR	;	2333 HK
6782	;	SKFB SS	;	2333 HK
6783	;	TEN US	;	2333 HK
6784	;	TIFS LN	;	2333 HK
6785	;	000810 CH	;	489 HK
6786	;	002703 CH	;	489 HK
6787	;	600006 CH	;	489 HK
6788	;	600081 CH	;	489 HK
6789	;	6042 JP	;	489 HK
6790	;	6463 JP	;	489 HK
6791	;	7247 JP	;	489 HK
6792	;	7259 JP	;	489 HK
6793	;	7278 JP	;	489 HK
6794	;	900080 KS	;	489 HK
6795	;	ADNT US	;	489 HK
6796	;	AKW FP	;	489 HK
6797	;	ALSN US	;	489 HK
6798	;	CMI US	;	489 HK
6799	;	CYD US	;	489 HK
6800	;	EO FP	;	489 HK
6801	;	KOA NO	;	489 HK
6802	;	MG CN	;	489 HK
6803	;	MSS IN	;	489 HK
6804	;	OERL SW	;	489 HK
6805	;	ST US	;	489 HK
6806	;	TEN US	;	489 HK
6807	;	WBC US	;	489 HK
6808	;	002342 CH	;	600006 CH
6809	;	489 HK	;	600006 CH
6810	;	5949 JP	;	600006 CH
6811	;	600081 CH	;	600006 CH
6812	;	601127 CH	;	600006 CH
6813	;	7239 JP	;	600006 CH
6814	;	7256 JP	;	600006 CH
6815	;	7278 JP	;	600006 CH
6816	;	900953 CH	;	600006 CH
6817	;	CAAS US	;	600006 CH
6818	;	CTS US	;	600006 CH
6819	;	FR FP	;	600006 CH
6820	;	KKR US	;	600006 CH
6821	;	KOA NO	;	600006 CH
6822	;	LEA US	;	600006 CH
6823	;	SO IM	;	600006 CH
6824	;	2722 HK	;	600104 CH
6825	;	300750 CH	;	600104 CH
6826	;	600741 CH	;	600104 CH
6827	;	603179 CH	;	600104 CH
6828	;	603825 CH	;	600104 CH
6829	;	6142 JP	;	600104 CH
6830	;	6444 JP	;	600104 CH
6831	;	7259 JP	;	600104 CH
6832	;	900920 CH	;	600104 CH
6833	;	AI FP	;	600104 CH
6834	;	ALV US	;	600104 CH
6835	;	BAS GR	;	600104 CH
6836	;	KEYS US	;	600104 CH
6837	;	ML FP	;	600104 CH
6838	;	MT NA	;	600104 CH
6839	;	PGN GR	;	600104 CH
6840	;	SHLOQ US	;	600104 CH
6841	;	SO IM	;	600104 CH
6842	;	SSABA SS	;	600104 CH
6843	;	TEN US	;	600104 CH
6844	;	TIFS LN	;	600104 CH
6845	;	000959 CH	;	600166 CH
6846	;	002611 CH	;	600166 CH
6847	;	2338 HK	;	600166 CH
6848	;	300207 CH	;	600166 CH
6849	;	600960 CH	;	600166 CH
6850	;	603179 CH	;	600166 CH
6851	;	6042 JP	;	600166 CH
6852	;	7259 JP	;	600166 CH
6853	;	7278 JP	;	600166 CH
6854	;	AXL US	;	600166 CH
6855	;	CAAS US	;	600166 CH
6856	;	CMI US	;	600166 CH
6857	;	DAN US	;	600166 CH
6858	;	EO FP	;	600166 CH
6859	;	ETN US	;	600166 CH
6860	;	FR FP	;	600166 CH
6861	;	KOA NO	;	600166 CH
6862	;	MEI US	;	600166 CH
6863	;	MG CN	;	600166 CH
6864	;	MSS IN	;	600166 CH
6865	;	ST US	;	600166 CH
6866	;	000810 CH	;	600418 CH
6867	;	000868 CH	;	600418 CH
6868	;	002454 CH	;	600418 CH
6869	;	002703 CH	;	600418 CH
6870	;	600808 CH	;	600418 CH
6871	;	603305 CH	;	600418 CH
6872	;	603906 CH	;	600418 CH
6873	;	6463 JP	;	600418 CH
6874	;	6904 JP	;	600418 CH
6875	;	7247 JP	;	600418 CH
6876	;	7278 JP	;	600418 CH
6877	;	ADNT US	;	600418 CH
6878	;	BWA US	;	600418 CH
6879	;	CMI US	;	600418 CH
6880	;	EO FP	;	600418 CH
6881	;	FR FP	;	600418 CH
6882	;	GEST SM	;	600418 CH
6883	;	GNTX US	;	600418 CH
6884	;	MG CN	;	600418 CH
6885	;	MSS IN	;	600418 CH
6886	;	ZXAIY US	;	600418 CH
6887	;	1114 HK	;	600609 CH
6888	;	1148 HK	;	600609 CH
6889	;	600653 CH	;	600609 CH
6890	;	002611 CH	;	600733 CH
6891	;	1958 HK	;	600733 CH
6892	;	300001 CH	;	600733 CH
6893	;	600960 CH	;	600733 CH
6894	;	601668 CH	;	600733 CH
6895	;	LEO GR	;	600733 CH
6896	;	POM FP	;	600733 CH
6897	;	SIE GR	;	600733 CH
6898	;	600006 CH	;	601127 CH
6899	;	600081 CH	;	601127 CH
6900	;	601965 CH	;	601127 CH
6901	;	THRM US	;	601127 CH
6902	;	ADNT US	;	601777 CH
6903	;	MG CN	;	601777 CH
6904	;	PPG US	;	601777 CH
6905	;	ST US	;	601777 CH
6906	;	601127 CH	;	601965 CH
6907	;	1338 TT	;	7201 JP
6908	;	5184 JP	;	7201 JP
6909	;	5949 JP	;	7201 JP
6910	;	5975 JP	;	7201 JP
6911	;	5988 JP	;	7201 JP
6912	;	5991 JP	;	7201 JP
6913	;	6463 JP	;	7201 JP
6914	;	6501 JP	;	7201 JP
6915	;	6584 JP	;	7201 JP
6916	;	6752 JP	;	7201 JP
6917	;	7215 JP	;	7201 JP
6918	;	7222 JP	;	7201 JP
6919	;	7238 JP	;	7201 JP
6920	;	7239 JP	;	7201 JP
6921	;	7244 JP	;	7201 JP
6922	;	7254 JP	;	7201 JP
6923	;	7256 JP	;	7201 JP
6924	;	7278 JP	;	7201 JP
6925	;	7284 JP	;	7201 JP
6926	;	7291 JP	;	7201 JP
6927	;	7294 JP	;	7201 JP
6928	;	CON GR	;	7201 JP
6929	;	5191 JP	;	7202 JP
6930	;	5401 JP	;	7202 JP
6931	;	5851 JP	;	7202 JP
6932	;	5852 JP	;	7202 JP
6933	;	5991 JP	;	7202 JP
6934	;	6042 JP	;	7202 JP
6935	;	6319 JP	;	7202 JP
6936	;	6462 JP	;	7202 JP
6937	;	6501 JP	;	7202 JP
6938	;	7235 JP	;	7202 JP
6939	;	7238 JP	;	7202 JP
6940	;	7246 JP	;	7202 JP
6941	;	7273 JP	;	7202 JP
6942	;	7277 JP	;	7202 JP
6943	;	7278 JP	;	7202 JP
6944	;	7284 JP	;	7202 JP
6945	;	7294 JP	;	7202 JP
6946	;	7315 JP	;	7202 JP
6947	;	AH TB	;	7202 JP
6948	;	FR FP	;	7202 JP
6949	;	HWM US	;	7202 JP
6950	;	KBX GR	;	7202 JP
6951	;	MEC US	;	7202 JP
6952	;	1525 TT	;	7203 JP
6953	;	2185 JP	;	7203 JP
6954	;	3116 JP	;	7203 JP
6955	;	3388 JP	;	7203 JP
6956	;	5607 JP	;	7203 JP
6957	;	5644 JP	;	7203 JP
6958	;	5991 JP	;	7203 JP
6959	;	5994 JP	;	7203 JP
6960	;	6201 JP	;	7203 JP
6961	;	6470 JP	;	7203 JP
6962	;	6501 JP	;	7203 JP
6963	;	6752 JP	;	7203 JP
6964	;	6902 JP	;	7203 JP
6965	;	6995 JP	;	7203 JP
6966	;	7205 JP	;	7203 JP
6967	;	7241 JP	;	7203 JP
6968	;	7244 JP	;	7203 JP
6969	;	7250 JP	;	7203 JP
6970	;	7276 JP	;	7203 JP
6971	;	7282 JP	;	7203 JP
6972	;	7283 JP	;	7203 JP
6973	;	7284 JP	;	7203 JP
6974	;	7292 JP	;	7203 JP
6975	;	8015 JP	;	7203 JP
6976	;	2169 JP	;	7211 JP
6977	;	5108 JP	;	7211 JP
6978	;	5401 JP	;	7211 JP
6979	;	5851 JP	;	7211 JP
6980	;	5989 JP	;	7211 JP
6981	;	5991 JP	;	7211 JP
6982	;	6462 JP	;	7211 JP
6983	;	6501 JP	;	7211 JP
6984	;	6503 JP	;	7211 JP
6985	;	6752 JP	;	7211 JP
6986	;	6904 JP	;	7211 JP
6987	;	7011 JP	;	7211 JP
6988	;	7227 JP	;	7211 JP
6989	;	7238 JP	;	7211 JP
6990	;	7239 JP	;	7211 JP
6991	;	7241 JP	;	7211 JP
6992	;	7246 JP	;	7211 JP
6993	;	7247 JP	;	7211 JP
6994	;	7271 JP	;	7211 JP
6995	;	7273 JP	;	7211 JP
6996	;	7277 JP	;	7211 JP
6997	;	7287 JP	;	7211 JP
6998	;	7510 JP	;	7211 JP
6999	;	AH TB	;	7211 JP
7000	;	CON GR	;	7211 JP
7001	;	FR FP	;	7211 JP
7002	;	IFX GR	;	7211 JP
7003	;	TWIN US	;	7211 JP
7004	;	5632 JP	;	7222 JP
7005	;	5949 JP	;	7222 JP
7006	;	5991 JP	;	7222 JP
7007	;	6473 JP	;	7222 JP
7008	;	7201 JP	;	7222 JP
7009	;	7276 JP	;	7222 JP
7010	;	7722 JP	;	7222 JP
7011	;	3526 JP	;	7261 JP
7012	;	4246 JP	;	7261 JP
7013	;	5161 JP	;	7261 JP
7014	;	5191 JP	;	7261 JP
7015	;	5988 JP	;	7261 JP
7016	;	6462 JP	;	7261 JP
7017	;	6752 JP	;	7261 JP
7018	;	6904 JP	;	7261 JP
7019	;	7238 JP	;	7261 JP
7020	;	7246 JP	;	7261 JP
7021	;	7249 JP	;	7261 JP
7022	;	7259 JP	;	7261 JP
7023	;	7273 JP	;	7261 JP
7024	;	7278 JP	;	7261 JP
7025	;	7280 JP	;	7261 JP
7026	;	7287 JP	;	7261 JP
7027	;	7294 JP	;	7261 JP
7028	;	CON GR	;	7261 JP
7029	;	4231 JP	;	7267 JP
7030	;	5184 JP	;	7267 JP
7031	;	5970 JP	;	7267 JP
7032	;	5989 JP	;	7267 JP
7033	;	6433 JP	;	7267 JP
7034	;	6584 JP	;	7267 JP
7035	;	6752 JP	;	7267 JP
7036	;	7212 JP	;	7267 JP
7037	;	7218 JP	;	7267 JP
7038	;	7220 JP	;	7267 JP
7039	;	7229 JP	;	7267 JP
7040	;	7230 JP	;	7267 JP
7041	;	7239 JP	;	7267 JP
7042	;	7251 JP	;	7267 JP
7043	;	7274 JP	;	7267 JP
7044	;	7280 JP	;	7267 JP
7045	;	7296 JP	;	7267 JP
7046	;	7298 JP	;	7267 JP
7047	;	FIEM IN	;	7267 JP
7048	;	HONDAPWR IN	;	7267 JP
7049	;	3526 JP	;	7269 JP
7050	;	4063 JP	;	7269 JP
7051	;	5184 JP	;	7269 JP
7052	;	5191 JP	;	7269 JP
7053	;	5852 JP	;	7269 JP
7054	;	5991 JP	;	7269 JP
7055	;	6462 JP	;	7269 JP
7056	;	6899 JP	;	7269 JP
7057	;	6904 JP	;	7269 JP
7058	;	6995 JP	;	7269 JP
7059	;	7011 JP	;	7269 JP
7060	;	7230 JP	;	7269 JP
7061	;	7241 JP	;	7269 JP
7062	;	7247 JP	;	7269 JP
7063	;	7284 JP	;	7269 JP
7064	;	7877 JP	;	7269 JP
7065	;	ALV US	;	7269 JP
7066	;	BSET IN	;	7269 JP
7067	;	MCHP IN	;	7269 JP
