ID		from		to
790	;	5988 JP	;	7211 JP
791	;	5988 JP	;	7261 JP
792	;	5988 JP	;	7267 JP
793	;	5988 JP	;	7269 JP
794	;	5988 JP	;	7270 JP
795	;	5988 JP	;	DAI GR
796	;	5988 JP	;	F US
797	;	5988 JP	;	GM US
798	;	5988 JP	;	MM IN
799	;	5988 JP	;	MSIL IN
800	;	5988 JP	;	RNO FP
801	;	5988 JP	;	STLA US
802	;	5988 JP	;	VOLVB SS
803	;	5988 JP	;	VOW GR
804	;	5989 JP	;	7201 JP
805	;	5989 JP	;	7202 JP
806	;	5989 JP	;	7203 JP
807	;	5989 JP	;	7205 JP
808	;	5989 JP	;	7211 JP
809	;	5989 JP	;	7267 JP
810	;	5989 JP	;	7269 JP
811	;	5991 JP	;	005380 KS
812	;	5991 JP	;	005930 KS
813	;	5991 JP	;	6301 JP
814	;	5991 JP	;	7201 JP
815	;	5991 JP	;	7202 JP
816	;	5991 JP	;	7203 JP
817	;	5991 JP	;	7211 JP
818	;	5991 JP	;	7261 JP
819	;	5991 JP	;	7267 JP
820	;	5991 JP	;	7269 JP
821	;	5991 JP	;	7270 JP
822	;	5991 JP	;	DAI GR
823	;	5991 JP	;	F US
824	;	5991 JP	;	GM US
825	;	5991 JP	;	PCAR US
826	;	5991 JP	;	RNO FP
827	;	5991 JP	;	VOLVB SS
828	;	5991 JP	;	VOW GR
829	;	5992 JP	;	3116 JP
830	;	5992 JP	;	6201 JP
831	;	5992 JP	;	6472 JP
832	;	5992 JP	;	6473 JP
833	;	5992 JP	;	6752 JP
834	;	5992 JP	;	6902 JP
835	;	5992 JP	;	7012 JP
836	;	5992 JP	;	7201 JP
837	;	5992 JP	;	7202 JP
838	;	5992 JP	;	7203 JP
839	;	5992 JP	;	7205 JP
840	;	5992 JP	;	7211 JP
841	;	5992 JP	;	7212 JP
842	;	5992 JP	;	7230 JP
843	;	5992 JP	;	7241 JP
844	;	5992 JP	;	7259 JP
845	;	5992 JP	;	7261 JP
846	;	5992 JP	;	7267 JP
847	;	5992 JP	;	7269 JP
848	;	5992 JP	;	7270 JP
849	;	5993 JP	;	5191 JP
850	;	5993 JP	;	5802 JP
851	;	5993 JP	;	5851 JP
852	;	5993 JP	;	6301 JP
853	;	5993 JP	;	6305 JP
854	;	5993 JP	;	6367 JP
855	;	5993 JP	;	7012 JP
856	;	5993 JP	;	7240 JP
857	;	5993 JP	;	7242 JP
858	;	5993 JP	;	7250 JP
859	;	5993 JP	;	7267 JP
860	;	5993 JP	;	7270 JP
861	;	5993 JP	;	7272 JP
862	;	5993 JP	;	7274 JP
863	;	5993 JP	;	7282 JP
864	;	5994 JP	;	3116 JP
865	;	5994 JP	;	600699 CH
866	;	5994 JP	;	6201 JP
867	;	5994 JP	;	6473 JP
868	;	5994 JP	;	6501 JP
869	;	5994 JP	;	6503 JP
870	;	5994 JP	;	6902 JP
871	;	5994 JP	;	7203 JP
872	;	5994 JP	;	7211 JP
873	;	5994 JP	;	7242 JP
874	;	5994 JP	;	7259 JP
875	;	5994 JP	;	7269 JP
876	;	5994 JP	;	7272 JP
877	;	5994 JP	;	9020 JP
878	;	5994 JP	;	9021 JP
879	;	5994 JP	;	9022 JP
880	;	5994 JP	;	GE US
881	;	600081 CH	;	200030 CH
882	;	600081 CH	;	2238 HK
883	;	600081 CH	;	2338 HK
884	;	600081 CH	;	600006 CH
885	;	600081 CH	;	601127 CH
886	;	600081 CH	;	7201 JP
887	;	600081 CH	;	CMI US
888	;	600081 CH	;	EO FP
889	;	600148 CH	;	PCAR US
890	;	600151 CH	;	003620 KS
891	;	600151 CH	;	GM US
892	;	600480 CH	;	200550 CH
893	;	600480 CH	;	600148 CH
894	;	600482 CH	;	300516 CH
895	;	600482 CH	;	600685 CH
896	;	600615 CH	;	ATCOA SS
897	;	600699 CH	;	981 HK
898	;	600699 CH	;	JSHL IN
899	;	600699 CH	;	JSW IN
900	;	600699 CH	;	PCAR US
901	;	600741 CH	;	005380 KS
902	;	600741 CH	;	1925 JP
903	;	600741 CH	;	5802 JP
904	;	600741 CH	;	600166 CH
905	;	600741 CH	;	6503 JP
906	;	600741 CH	;	6752 JP
907	;	600741 CH	;	7011 JP
908	;	600741 CH	;	7201 JP
909	;	600741 CH	;	7261 JP
910	;	600741 CH	;	7269 JP
911	;	600741 CH	;	7270 JP
912	;	600741 CH	;	900920 CH
913	;	600741 CH	;	F US
914	;	600741 CH	;	GM US
915	;	600741 CH	;	STLA US
916	;	600933 CH	;	1316 HK
917	;	600933 CH	;	6594 JP
918	;	600933 CH	;	FR FP
919	;	600933 CH	;	MG CN
920	;	600960 CH	;	1958 HK
921	;	600960 CH	;	600166 CH
922	;	600960 CH	;	600733 CH
923	;	600960 CH	;	CAT US
924	;	601689 CH	;	012330 KS
925	;	601689 CH	;	1802 JP
926	;	601689 CH	;	2002 TT
927	;	601689 CH	;	6301 JP
928	;	601689 CH	;	6752 JP
929	;	601689 CH	;	7013 JP
930	;	601689 CH	;	7202 JP
931	;	601689 CH	;	7261 JP
932	;	601689 CH	;	7269 JP
933	;	601689 CH	;	9531 JP
934	;	601689 CH	;	9991 JP
935	;	601689 CH	;	CVX US
936	;	601689 CH	;	DAI GR
937	;	601799 CH	;	000270 KS
938	;	601799 CH	;	005380 KS
939	;	601799 CH	;	7201 JP
940	;	601799 CH	;	7267 JP
941	;	601799 CH	;	BMW GR
942	;	601799 CH	;	EO FP
943	;	601799 CH	;	GE US
944	;	601799 CH	;	NUE US
945	;	601799 CH	;	STLD US
946	;	601799 CH	;	TEN US
947	;	601799 CH	;	TSLA US
948	;	601799 CH	;	VOW GR
949	;	601799 CH	;	WOR US
950	;	601799 CH	;	X US
951	;	603179 CH	;	600104 CH
952	;	603179 CH	;	600166 CH
953	;	603305 CH	;	1211 HK
954	;	603305 CH	;	1882 HK
955	;	603305 CH	;	2333 HK
956	;	603305 CH	;	300750 CH
957	;	603305 CH	;	600418 CH
958	;	603305 CH	;	600741 CH
959	;	603305 CH	;	603855 CH
960	;	603305 CH	;	CAT US
961	;	603305 CH	;	DE US
962	;	603305 CH	;	ENI IM
963	;	603305 CH	;	FLEX US
964	;	603305 CH	;	FP FP
965	;	603305 CH	;	LYB US
966	;	603305 CH	;	MG CN
967	;	603305 CH	;	PII US
968	;	603305 CH	;	TSLA US
969	;	603305 CH	;	X US
970	;	603786 CH	;	000210 KS
971	;	603786 CH	;	001880 KS
972	;	603786 CH	;	005010 KS
973	;	603786 CH	;	010620 KS
974	;	603786 CH	;	012330 KS
975	;	603786 CH	;	012630 KS
976	;	603786 CH	;	016380 KS
977	;	603786 CH	;	021320 KS
978	;	603786 CH	;	042660 KS
979	;	603786 CH	;	047040 KS
980	;	603786 CH	;	064350 KS
981	;	6042 JP	;	2338 HK
982	;	6042 JP	;	489 HK
983	;	6042 JP	;	600104 CH
984	;	6042 JP	;	6201 JP
985	;	6042 JP	;	6326 JP
986	;	6042 JP	;	6752 JP
987	;	6042 JP	;	7012 JP
988	;	6042 JP	;	7105 JP
989	;	6042 JP	;	7202 JP
990	;	6042 JP	;	7205 JP
991	;	6042 JP	;	7270 JP
992	;	6042 JP	;	7272 JP
993	;	6042 JP	;	900920 CH
994	;	6042 JP	;	CMI US
995	;	6042 JP	;	CYD US
996	;	6042 JP	;	DAI GR
997	;	6042 JP	;	GM US
998	;	6042 JP	;	VOLVB SS
999	;	6201 JP	;	000270 KS
1000	;	6201 JP	;	005380 KS
1001	;	6201 JP	;	2207 TT
1002	;	6201 JP	;	5406 JP
1003	;	6201 JP	;	7105 JP
1004	;	6201 JP	;	7201 JP
1005	;	6201 JP	;	7267 JP
1006	;	6201 JP	;	AMZN US
1007	;	6201 JP	;	BMW GR
1008	;	6201 JP	;	CAT US
1009	;	6201 JP	;	DAI GR
1010	;	6201 JP	;	F US
1011	;	6201 JP	;	GM US
1012	;	6201 JP	;	RNO FP
1013	;	6201 JP	;	STLA US
1014	;	6201 JP	;	VOW GR
1015	;	6319 JP	;	5191 JP
1016	;	6319 JP	;	5482 JP
1017	;	6319 JP	;	5975 JP
1018	;	6319 JP	;	6201 JP
1019	;	6319 JP	;	6305 JP
1020	;	6319 JP	;	6501 JP
1021	;	6319 JP	;	7011 JP
1022	;	6319 JP	;	7105 JP
1023	;	6319 JP	;	7201 JP
1024	;	6319 JP	;	7202 JP
1025	;	6319 JP	;	7205 JP
1026	;	6319 JP	;	7231 JP
1027	;	6319 JP	;	7242 JP
1028	;	6319 JP	;	7256 JP
1029	;	6319 JP	;	CAT US
1030	;	6319 JP	;	DAI GR
1031	;	6319 JP	;	MRO LN
1032	;	6319 JP	;	VOLVB SS
1033	;	6408 JP	;	200054 CH
1034	;	6444 JP	;	600104 CH
1035	;	6444 JP	;	7201 JP
1036	;	6444 JP	;	7203 JP
1037	;	6444 JP	;	7259 JP
1038	;	6444 JP	;	7261 JP
1039	;	6444 JP	;	7267 JP
1040	;	6444 JP	;	7269 JP
1041	;	6444 JP	;	7270 JP
1042	;	6444 JP	;	BMW GR
1043	;	6444 JP	;	CAT US
1044	;	6444 JP	;	CNHI US
1045	;	6444 JP	;	DAI GR
1046	;	6444 JP	;	F US
1047	;	6444 JP	;	GM US
1048	;	6444 JP	;	RNO FP
1049	;	6444 JP	;	STLA US
1050	;	6444 JP	;	TTMT IN
1051	;	6444 JP	;	UG FP
1052	;	6444 JP	;	VOW GR
1053	;	6462 JP	;	000270 KS
1054	;	6462 JP	;	005380 KS
1055	;	6462 JP	;	7201 JP
1056	;	6462 JP	;	7202 JP
1057	;	6462 JP	;	7203 JP
1058	;	6462 JP	;	7205 JP
1059	;	6462 JP	;	7211 JP
1060	;	6462 JP	;	7261 JP
1061	;	6462 JP	;	7267 JP
1062	;	6462 JP	;	7269 JP
1063	;	6462 JP	;	7270 JP
1064	;	6462 JP	;	BMW GR
1065	;	6462 JP	;	DAI GR
1066	;	6462 JP	;	F US
1067	;	6462 JP	;	GM US
1068	;	6462 JP	;	RNO FP
1069	;	6462 JP	;	STLA US
1070	;	6462 JP	;	TTMT IN
1071	;	6462 JP	;	UG FP
1072	;	6462 JP	;	VOW GR
1073	;	6463 JP	;	000800 CH
1074	;	6463 JP	;	2338 HK
1075	;	6463 JP	;	489 HK
1076	;	6463 JP	;	7201 JP
1077	;	6463 JP	;	7202 JP
1078	;	6463 JP	;	7203 JP
1079	;	6463 JP	;	7205 JP
1080	;	6463 JP	;	7211 JP
1081	;	6463 JP	;	7259 JP
1082	;	6463 JP	;	7261 JP
1083	;	6463 JP	;	7267 JP
1084	;	6463 JP	;	7269 JP
1085	;	6463 JP	;	7270 JP
1086	;	6463 JP	;	7272 JP
1087	;	6463 JP	;	DAI GR
1088	;	6463 JP	;	GM US
1089	;	6463 JP	;	RNO FP
1090	;	6463 JP	;	STLA US
1091	;	6463 JP	;	VOLVB SS
1092	;	6463 JP	;	VOW GR
1093	;	6470 JP	;	200625 CH
1094	;	6470 JP	;	2333 HK
1095	;	6470 JP	;	6201 JP
1096	;	6470 JP	;	6301 JP
1097	;	6470 JP	;	6902 JP
1098	;	6470 JP	;	7011 JP
1099	;	6470 JP	;	7201 JP
1100	;	6470 JP	;	7203 JP
1101	;	6470 JP	;	7205 JP
1102	;	6470 JP	;	7259 JP
1103	;	6470 JP	;	7261 JP
1104	;	6470 JP	;	7267 JP
1105	;	6470 JP	;	7269 JP
1106	;	6470 JP	;	7270 JP
1107	;	6470 JP	;	APTV US
1108	;	6470 JP	;	DAI GR
1109	;	6470 JP	;	GM US
1110	;	6470 JP	;	VOW GR
1111	;	6473 JP	;	005380 KS
1112	;	6473 JP	;	7201 JP
1113	;	6473 JP	;	7202 JP
1114	;	6473 JP	;	7203 JP
1115	;	6473 JP	;	7205 JP
1116	;	6473 JP	;	7211 JP
1117	;	6473 JP	;	7261 JP
1118	;	6473 JP	;	7267 JP
1119	;	6473 JP	;	7269 JP
1120	;	6473 JP	;	7270 JP
1121	;	6473 JP	;	CAT US
1122	;	6473 JP	;	DAI GR
1123	;	6473 JP	;	DE US
1124	;	6473 JP	;	F US
1125	;	6473 JP	;	GM US
1126	;	6473 JP	;	STLA US
1127	;	6473 JP	;	TTMT IN
1128	;	6473 JP	;	UG FP
1129	;	6473 JP	;	VOW GR
1130	;	6584 JP	;	7201 JP
1131	;	6584 JP	;	7203 JP
1132	;	6584 JP	;	7267 JP
1133	;	6584 JP	;	WCC US
1134	;	688208 CH	;	005380 KS
1135	;	688208 CH	;	600104 CH
1136	;	688208 CH	;	6301 JP
1137	;	688208 CH	;	7201 JP
1138	;	688208 CH	;	7267 JP
1139	;	688208 CH	;	AIR FP
1140	;	688208 CH	;	BMW GR
1141	;	688208 CH	;	DAI GR
1142	;	688208 CH	;	GM US
1143	;	688208 CH	;	RNO FP
1144	;	688208 CH	;	RS US
1145	;	688208 CH	;	SKAB SS
1146	;	688208 CH	;	STLA US
1147	;	688208 CH	;	UG FP
1148	;	688819 CH	;	600104 CH
1149	;	688819 CH	;	7201 JP
1150	;	688819 CH	;	7203 JP
1151	;	688819 CH	;	7267 JP
1152	;	688819 CH	;	BHP AU
1153	;	688819 CH	;	BRK/A US
1154	;	688819 CH	;	CMI US
1155	;	688819 CH	;	FMG AU
1156	;	688819 CH	;	PCAR US
1157	;	688819 CH	;	SAF FP
1158	;	688819 CH	;	SIE GR
1159	;	6899 JP	;	7269 JP
1160	;	6899 JP	;	7272 JP
1161	;	6902 JP	;	000270 KS
1162	;	6902 JP	;	005380 KS
1163	;	6902 JP	;	7201 JP
1164	;	6902 JP	;	7202 JP
1165	;	6902 JP	;	7205 JP
1166	;	6902 JP	;	7211 JP
1167	;	6902 JP	;	7261 JP
1168	;	6902 JP	;	7267 JP
1169	;	6902 JP	;	7269 JP
1170	;	6902 JP	;	7270 JP
1171	;	6902 JP	;	BMW GR
1172	;	6902 JP	;	DAI GR
1173	;	6902 JP	;	F US
1174	;	6902 JP	;	GM US
1175	;	6902 JP	;	STLA US
1176	;	6902 JP	;	UG FP
1177	;	6902 JP	;	VOW GR
1178	;	6904 JP	;	000270 KS
1179	;	6904 JP	;	000800 CH
1180	;	6904 JP	;	005380 KS
1181	;	6904 JP	;	1958 HK
1182	;	6904 JP	;	6902 JP
1183	;	6904 JP	;	7201 JP
1184	;	6904 JP	;	7203 JP
1185	;	6904 JP	;	7211 JP
1186	;	6904 JP	;	7261 JP
1187	;	6904 JP	;	7267 JP
1188	;	6904 JP	;	7269 JP
1189	;	6904 JP	;	7270 JP
1190	;	6904 JP	;	DAI GR
1191	;	6904 JP	;	F US
1192	;	6904 JP	;	GM US
1193	;	6904 JP	;	STLA US
1194	;	6904 JP	;	TSLA US
1195	;	6904 JP	;	TTMT IN
1196	;	6904 JP	;	VOW GR
1197	;	6923 JP	;	3156 JP
1198	;	6923 JP	;	6460 JP
1199	;	6923 JP	;	6741 JP
1200	;	6923 JP	;	6925 JP
1201	;	6923 JP	;	7012 JP
1202	;	6923 JP	;	7201 JP
1203	;	6923 JP	;	7202 JP
1204	;	6923 JP	;	7203 JP
1205	;	6923 JP	;	7211 JP
1206	;	6923 JP	;	7261 JP
1207	;	6923 JP	;	7267 JP
1208	;	6923 JP	;	7269 JP
1209	;	6923 JP	;	7270 JP
1210	;	6923 JP	;	7272 JP
1211	;	6923 JP	;	7276 JP
1212	;	6923 JP	;	7752 JP
1213	;	6923 JP	;	9832 JP
1214	;	6923 JP	;	F US
1215	;	6923 JP	;	GM US
1216	;	6982 JP	;	7270 JP
1217	;	6995 JP	;	6201 JP
1218	;	6995 JP	;	7201 JP
1219	;	6995 JP	;	7202 JP
1220	;	6995 JP	;	7203 JP
1221	;	6995 JP	;	7205 JP
1222	;	6995 JP	;	7211 JP
1223	;	6995 JP	;	7261 JP
1224	;	6995 JP	;	7267 JP
1225	;	6995 JP	;	7269 JP
1226	;	6995 JP	;	7270 JP
1227	;	6995 JP	;	7276 JP
1228	;	6995 JP	;	F US
1229	;	6995 JP	;	GM US
1230	;	6995 JP	;	MM IN
1231	;	6995 JP	;	VOW GR
1232	;	7212 JP	;	6301 JP
1233	;	7212 JP	;	6501 JP
1234	;	7212 JP	;	6701 JP
1235	;	7212 JP	;	7201 JP
1236	;	7212 JP	;	7202 JP
1237	;	7212 JP	;	7203 JP
1238	;	7212 JP	;	7211 JP
1239	;	7212 JP	;	7242 JP
1240	;	7212 JP	;	7259 JP
1241	;	7212 JP	;	7269 JP
1242	;	7212 JP	;	7274 JP
1243	;	7212 JP	;	DAI GR
1244	;	7212 JP	;	GEST SM
1245	;	7212 JP	;	GM US
1246	;	7212 JP	;	MRO LN
1247	;	7212 JP	;	STLA US
1248	;	7212 JP	;	TSLA US
1249	;	7215 JP	;	7201 JP
1250	;	7220 JP	;	005380 KS
1251	;	7220 JP	;	2333 HK
1252	;	7220 JP	;	7012 JP
1253	;	7220 JP	;	7201 JP
1254	;	7220 JP	;	7203 JP
1255	;	7220 JP	;	7259 JP
1256	;	7220 JP	;	7267 JP
1257	;	7220 JP	;	7269 JP
1258	;	7220 JP	;	7270 JP
1259	;	7220 JP	;	BMW GR
1260	;	7220 JP	;	DAI GR
1261	;	7220 JP	;	F US
1262	;	7220 JP	;	GM US
1263	;	7220 JP	;	HMCL IN
1264	;	7220 JP	;	STLA US
1265	;	7220 JP	;	TTMT IN
1266	;	7220 JP	;	TVSL IN
1267	;	7220 JP	;	VOW GR
1268	;	7227 JP	;	7211 JP
1269	;	7235 JP	;	7202 JP
1270	;	7236 JP	;	000425 CH
1271	;	7236 JP	;	042670 KS
1272	;	7236 JP	;	5406 JP
1273	;	7236 JP	;	6201 JP
1274	;	7236 JP	;	6301 JP
1275	;	7236 JP	;	6305 JP
1276	;	7236 JP	;	6326 JP
1277	;	7236 JP	;	6367 JP
1278	;	7236 JP	;	7011 JP
1279	;	7236 JP	;	7201 JP
1280	;	7236 JP	;	7203 JP
1281	;	7236 JP	;	7267 JP
1282	;	7236 JP	;	7269 JP
1283	;	7236 JP	;	7272 JP
1284	;	7236 JP	;	CAT US
1285	;	7236 JP	;	CMI US
1286	;	7236 JP	;	DAI GR
1287	;	7236 JP	;	GM US
1288	;	7238 JP	;	6201 JP
1289	;	7238 JP	;	7011 JP
1290	;	7238 JP	;	7201 JP
1291	;	7238 JP	;	7202 JP
1292	;	7238 JP	;	7203 JP
1293	;	7238 JP	;	7205 JP
1294	;	7238 JP	;	7211 JP
1295	;	7238 JP	;	7261 JP
1296	;	7238 JP	;	7267 JP
1297	;	7238 JP	;	7269 JP
1298	;	7238 JP	;	7270 JP
1299	;	7238 JP	;	7272 JP
1300	;	7238 JP	;	CAT US
1301	;	7238 JP	;	DAI GR
1302	;	7238 JP	;	F US
1303	;	7238 JP	;	GM US
1304	;	7238 JP	;	STLA US
1305	;	7238 JP	;	VOW GR
1306	;	7239 JP	;	175 HK
1307	;	7239 JP	;	2333 HK
1308	;	7239 JP	;	600006 CH
1309	;	7239 JP	;	6301 JP
1310	;	7239 JP	;	7201 JP
1311	;	7239 JP	;	7203 JP
1312	;	7239 JP	;	7205 JP
1313	;	7239 JP	;	7211 JP
1314	;	7239 JP	;	7267 JP
1315	;	7239 JP	;	7269 JP
1316	;	7239 JP	;	EO FP
1317	;	7239 JP	;	MG CN
1318	;	7239 JP	;	TCM MK
1319	;	7239 JP	;	VOLVB SS
1320	;	7240 JP	;	000270 KS
1321	;	7240 JP	;	4901 JP
1322	;	7240 JP	;	6201 JP
1323	;	7240 JP	;	6301 JP
1324	;	7240 JP	;	6448 JP
1325	;	7240 JP	;	6501 JP
1326	;	7240 JP	;	6752 JP
1327	;	7240 JP	;	6770 JP
1328	;	7240 JP	;	6902 JP
1329	;	7240 JP	;	7012 JP
1330	;	7240 JP	;	7201 JP
1331	;	7240 JP	;	7203 JP
1332	;	7240 JP	;	7259 JP
1333	;	7240 JP	;	7261 JP
1334	;	7240 JP	;	7267 JP
1335	;	7240 JP	;	7269 JP
1336	;	7240 JP	;	7270 JP
1337	;	7240 JP	;	7751 JP
1338	;	7240 JP	;	AAPL US
1339	;	7240 JP	;	MSFT US
1340	;	7241 JP	;	4901 JP
1341	;	7241 JP	;	5988 JP
1342	;	7241 JP	;	6470 JP
1343	;	7241 JP	;	6586 JP
1344	;	7241 JP	;	7011 JP
1345	;	7241 JP	;	7201 JP
1346	;	7241 JP	;	7205 JP
1347	;	7241 JP	;	7211 JP
1348	;	7241 JP	;	7267 JP
1349	;	7241 JP	;	7269 JP
1350	;	7241 JP	;	7282 JP
1351	;	7241 JP	;	DAI GR
1352	;	7241 JP	;	MG CN
1353	;	7241 JP	;	STLA US
1354	;	7241 JP	;	TTMT IN
1355	;	7241 JP	;	UG FP
1356	;	7242 JP	;	000150 KS
1357	;	7242 JP	;	204320 KS
1358	;	7242 JP	;	5406 JP
1359	;	7242 JP	;	6301 JP
1360	;	7242 JP	;	6302 JP
1361	;	7242 JP	;	6305 JP
1362	;	7242 JP	;	6326 JP
1363	;	7242 JP	;	7012 JP
1364	;	7242 JP	;	7201 JP
1365	;	7242 JP	;	7203 JP
1366	;	7242 JP	;	7267 JP
1367	;	7242 JP	;	7269 JP
1368	;	7242 JP	;	7272 JP
1369	;	7242 JP	;	9022 JP
1370	;	7242 JP	;	BMW GR
1371	;	7242 JP	;	CAT US
1372	;	7242 JP	;	GM US
1373	;	7242 JP	;	STLA US
1374	;	7242 JP	;	VOW GR
1375	;	7244 JP	;	000590 KS
1376	;	7244 JP	;	012160 KS
1377	;	7244 JP	;	058650 KS
1378	;	7244 JP	;	7201 JP
1379	;	7244 JP	;	7203 JP
1380	;	7246 JP	;	5406 JP
1381	;	7246 JP	;	6301 JP
1382	;	7246 JP	;	6302 JP
1383	;	7246 JP	;	6326 JP
1384	;	7246 JP	;	7011 JP
1385	;	7246 JP	;	7201 JP
1386	;	7246 JP	;	7202 JP
1387	;	7246 JP	;	7203 JP
1388	;	7246 JP	;	7205 JP
1389	;	7246 JP	;	7211 JP
1390	;	7246 JP	;	7261 JP
1391	;	7246 JP	;	7270 JP
1392	;	7246 JP	;	CAT US
1393	;	7246 JP	;	DAI GR
1394	;	7246 JP	;	DAN US
1395	;	7246 JP	;	F US
1396	;	7246 JP	;	GM US
1397	;	7246 JP	;	VOLVB SS
1398	;	7246 JP	;	VOW GR
1399	;	7246 JP	;	ZIL2 GR
1400	;	7247 JP	;	005380 KS
1401	;	7247 JP	;	200625 CH
1402	;	7247 JP	;	2333 HK
1403	;	7247 JP	;	489 HK
1404	;	7247 JP	;	6326 JP
1405	;	7247 JP	;	7011 JP
1406	;	7247 JP	;	7013 JP
1407	;	7247 JP	;	7201 JP
1408	;	7247 JP	;	7205 JP
1409	;	7247 JP	;	7211 JP
1410	;	7247 JP	;	7261 JP
1411	;	7247 JP	;	7267 JP
1412	;	7247 JP	;	7269 JP
1413	;	7247 JP	;	7270 JP
1414	;	7247 JP	;	7272 JP
1415	;	7247 JP	;	BMW GR
1416	;	7247 JP	;	DAI GR
1417	;	7247 JP	;	UG FP
1418	;	7247 JP	;	VOLVB SS
1419	;	7249 JP	;	7203 JP
1420	;	7249 JP	;	7259 JP
1421	;	7249 JP	;	7261 JP
1422	;	7250 JP	;	005380 KS
1423	;	7250 JP	;	3116 JP
1424	;	7250 JP	;	5108 JP
1425	;	7250 JP	;	5110 JP
1426	;	7250 JP	;	6501 JP
1427	;	7250 JP	;	6502 JP
1428	;	7250 JP	;	6503 JP
1429	;	7250 JP	;	6752 JP
1430	;	7250 JP	;	6902 JP
1431	;	7250 JP	;	7201 JP
1432	;	7250 JP	;	7202 JP
1433	;	7250 JP	;	7203 JP
1434	;	7250 JP	;	7205 JP
1435	;	7250 JP	;	7211 JP
1436	;	7250 JP	;	7261 JP
1437	;	7250 JP	;	7267 JP
1438	;	7250 JP	;	7269 JP
1439	;	7250 JP	;	7270 JP
1440	;	7250 JP	;	8015 JP
1441	;	7254 JP	;	7201 JP
1442	;	7254 JP	;	7267 JP
1443	;	7254 JP	;	F US
1444	;	7255 JP	;	042670 KS
1445	;	7255 JP	;	7259 JP
1446	;	7255 JP	;	7267 JP
1447	;	7256 JP	;	2201 TT
1448	;	7256 JP	;	2238 HK
1449	;	7256 JP	;	3116 JP
1450	;	7256 JP	;	600006 CH
1451	;	7256 JP	;	7201 JP
1452	;	7256 JP	;	7202 JP
1453	;	7256 JP	;	7203 JP
1454	;	7256 JP	;	7205 JP
1455	;	7256 JP	;	7211 JP
1456	;	7256 JP	;	7261 JP
1457	;	7256 JP	;	7267 JP
1458	;	7256 JP	;	7269 JP
1459	;	7256 JP	;	7270 JP
1460	;	7256 JP	;	BMW GR
1461	;	7256 JP	;	DAI GR
1462	;	7256 JP	;	GM US
1463	;	7256 JP	;	RNO FP
1464	;	7256 JP	;	TTMT IN
1465	;	7256 JP	;	VOLVB SS
1466	;	7256 JP	;	VOW GR
1467	;	7259 JP	;	000800 CH
1468	;	7259 JP	;	175 HK
1469	;	7259 JP	;	200625 CH
1470	;	7259 JP	;	2238 HK
1471	;	7259 JP	;	3116 JP
1472	;	7259 JP	;	7201 JP
1473	;	7259 JP	;	7202 JP
1474	;	7259 JP	;	7203 JP
1475	;	7259 JP	;	7205 JP
1476	;	7259 JP	;	7211 JP
1477	;	7259 JP	;	7267 JP
1478	;	7259 JP	;	7269 JP
1479	;	7259 JP	;	BMW GR
1480	;	7259 JP	;	DAI GR
1481	;	7259 JP	;	GM US
1482	;	7259 JP	;	STLA US
1483	;	7259 JP	;	UG FP
1484	;	7259 JP	;	VOW GR
1485	;	7266 JP	;	5991 JP
1486	;	7266 JP	;	6201 JP
1487	;	7266 JP	;	6301 JP
1488	;	7266 JP	;	6326 JP
1489	;	7266 JP	;	7011 JP
1490	;	7266 JP	;	7201 JP
1491	;	7266 JP	;	7202 JP
1492	;	7266 JP	;	7203 JP
1493	;	7266 JP	;	7205 JP
1494	;	7266 JP	;	7211 JP
1495	;	7266 JP	;	7239 JP
1496	;	7266 JP	;	7261 JP
1497	;	7266 JP	;	7267 JP
1498	;	7266 JP	;	7269 JP
1499	;	7266 JP	;	7270 JP
1500	;	7266 JP	;	7272 JP
1501	;	7266 JP	;	7313 JP
1502	;	7266 JP	;	ADNT US
1503	;	7266 JP	;	DAI GR
1504	;	7271 JP	;	000270 KS
1505	;	7271 JP	;	005380 KS
1506	;	7271 JP	;	6201 JP
1507	;	7271 JP	;	6326 JP
1508	;	7271 JP	;	7011 JP
1509	;	7271 JP	;	7201 JP
1510	;	7271 JP	;	7203 JP
1511	;	7271 JP	;	7211 JP
1512	;	7271 JP	;	7261 JP
1513	;	7271 JP	;	7269 JP
1514	;	7271 JP	;	CAT US
1515	;	7271 JP	;	DAI GR
1516	;	7271 JP	;	GM US
1517	;	7271 JP	;	STLA US
1518	;	7271 JP	;	VOLVB SS
1519	;	7273 JP	;	7201 JP
1520	;	7273 JP	;	7202 JP
1521	;	7273 JP	;	7203 JP
1522	;	7273 JP	;	7205 JP
1523	;	7273 JP	;	7211 JP
1524	;	7273 JP	;	7261 JP
1525	;	7273 JP	;	DAI GR
1526	;	7276 JP	;	7201 JP
1527	;	7276 JP	;	7202 JP
1528	;	7276 JP	;	7205 JP
1529	;	7276 JP	;	7211 JP
1530	;	7276 JP	;	7261 JP
1531	;	7276 JP	;	7267 JP
1532	;	7276 JP	;	7269 JP
1533	;	7276 JP	;	7270 JP
1534	;	7276 JP	;	DAI GR
1535	;	7276 JP	;	F US
1536	;	7276 JP	;	GM US
1537	;	7276 JP	;	MSIL IN
1538	;	7276 JP	;	RNO FP
1539	;	7276 JP	;	TTMT IN
1540	;	7276 JP	;	UG FP
1541	;	7276 JP	;	VOLVB SS
1542	;	7276 JP	;	VOW GR
1543	;	7277 JP	;	000800 CH
1544	;	7277 JP	;	5991 JP
